,fips,Recip_County,ST,Vax_Pct
2975,53045,Mason County,WA,62.2
2976,53047,Okanogan County,WA,68.5
2977,53049,Pacific County,WA,61.0
2978,53051,Pend Oreille County,WA,41.6
2979,53053,Pierce County,WA,66.9
2980,53055,San Juan County,WA,83.4
2981,53057,Skagit County,WA,68.4
2982,53059,Skamania County,WA,39.3
2983,53061,Snohomish County,WA,72.0
2984,53063,Spokane County,WA,62.6
2985,53065,Stevens County,WA,40.0
2986,53067,Thurston County,WA,70.6
2987,53069,Wahkiakum County,WA,49.8
2988,53071,Walla Walla County,WA,64.7
2989,53073,Whatcom County,WA,73.2
2990,53075,Whitman County,WA,48.3
2991,53077,Yakima County,WA,63.8
2992,54001,Barbour County,WV,50.7
2993,54003,Berkeley County,WV,56.5
2994,54005,Boone County,WV,48.2
2995,54007,Braxton County,WV,45.7
2996,54009,Brooke County,WV,51.3
2997,54011,Cabell County,WV,61.6
2998,54013,Calhoun County,WV,35.4
2999,54015,Clay County,WV,57.0
3000,54017,Doddridge County,WV,60.5
3001,54019,Fayette County,WV,56.8
3002,54021,Gilmer County,WV,61.6
3003,54023,Grant County,WV,45.9
3004,54025,Greenbrier County,WV,55.9
3005,54027,Hampshire County,WV,47.3
3006,54029,Hancock County,WV,68.0
3007,54031,Hardy County,WV,56.8
3008,54033,Harrison County,WV,53.2
3009,54035,Jackson County,WV,53.0
3010,54037,Jefferson County,WV,65.1
3011,54039,Kanawha County,WV,66.7
3012,54041,Lewis County,WV,58.6
3013,54043,Lincoln County,WV,51.4
3014,54045,Logan County,WV,57.0
3015,54047,McDowell County,WV,52.9
3016,54049,Marion County,WV,58.1
3017,54051,Marshall County,WV,45.8
3018,54053,Mason County,WV,51.1
3019,54055,Mercer County,WV,55.1
3020,54057,Mineral County,WV,52.6
3021,54059,Mingo County,WV,41.3
3022,54061,Monongalia County,WV,60.1
3023,54063,Monroe County,WV,49.5
3024,54065,Morgan County,WV,41.1
3025,54067,Nicholas County,WV,53.5
3026,54069,Ohio County,WV,67.7
3027,54071,Pendleton County,WV,59.8
3028,54073,Pleasants County,WV,53.4
3029,54075,Pocahontas County,WV,53.6
3030,54077,Preston County,WV,57.6
3031,54079,Putnam County,WV,59.2
3032,54081,Raleigh County,WV,54.8
3033,54083,Randolph County,WV,55.6
3034,54085,Ritchie County,WV,50.4
3035,54087,Roane County,WV,48.6
3036,54089,Summers County,WV,64.2
3037,54091,Taylor County,WV,48.1
3038,54093,Tucker County,WV,61.7
3039,54095,Tyler County,WV,42.7
3040,54097,Upshur County,WV,51.0
3041,54099,Wayne County,WV,55.4
3042,54101,Webster County,WV,48.4
3043,54103,Wetzel County,WV,57.9
3044,54105,Wirt County,WV,49.3
3045,54107,Wood County,WV,60.5
3046,54109,Wyoming County,WV,53.0
3047,55001,Adams County,WI,57.9
3048,55003,Ashland County,WI,73.1
3049,55005,Barron County,WI,54.3
3050,55007,Bayfield County,WI,83.7
3051,55009,Brown County,WI,66.2
3052,55011,Buffalo County,WI,51.1
3053,55013,Burnett County,WI,58.9
3054,55015,Calumet County,WI,57.1
3055,55017,Chippewa County,WI,57.8
3056,55019,Clark County,WI,38.3
3057,55021,Columbia County,WI,68.2
3058,55023,Crawford County,WI,59.4
3059,55025,Dane County,WI,84.4
3060,55027,Dodge County,WI,53.2
3061,55029,Door County,WI,79.9
3062,55031,Douglas County,WI,46.4
3063,55033,Dunn County,WI,50.1
3064,55035,Eau Claire County,WI,62.8
3065,55037,Florence County,WI,55.4
3066,55039,Fond du Lac County,WI,56.8
3067,55041,Forest County,WI,61.9
3068,55043,Grant County,WI,56.0
3069,55045,Green County,WI,64.9
3070,55047,Green Lake County,WI,56.8
3071,55049,Iowa County,WI,69.6
3072,55051,Iron County,WI,67.8
3073,55053,Jackson County,WI,51.0
3074,55055,Jefferson County,WI,58.5
3075,55057,Juneau County,WI,54.8
3076,55059,Kenosha County,WI,61.7
3077,55061,Kewaunee County,WI,52.9
3078,55063,La Crosse County,WI,70.4
3079,55065,Lafayette County,WI,61.3
3080,55067,Langlade County,WI,54.7
3081,55069,Lincoln County,WI,56.2
3082,55071,Manitowoc County,WI,61.7
3083,55073,Marathon County,WI,61.2
3084,55075,Marinette County,WI,53.9
3085,55077,Marquette County,WI,54.3
3086,55078,Menominee County,WI,82.1
3087,55079,Milwaukee County,WI,66.0
3088,55081,Monroe County,WI,55.5
3089,55083,Oconto County,WI,53.9
3090,55085,Oneida County,WI,66.5
3091,55087,Outagamie County,WI,65.5
3092,55089,Ozaukee County,WI,73.0
3093,55091,Pepin County,WI,50.4
3094,55093,Pierce County,WI,45.0
3095,55095,Polk County,WI,52.0
3096,55097,Portage County,WI,63.6
3097,55099,Price County,WI,63.1
3098,55101,Racine County,WI,61.9
3099,55103,Richland County,WI,59.4
3100,55105,Rock County,WI,70.5
3101,55107,Rusk County,WI,41.9
3102,55109,St. Croix County,WI,51.5
3103,55111,Sauk County,WI,64.6
3104,55113,Sawyer County,WI,61.2
3105,55115,Shawano County,WI,54.4
3106,55117,Sheboygan County,WI,63.5
3107,55119,Taylor County,WI,36.0
3108,55121,Trempealeau County,WI,67.3
3109,55123,Vernon County,WI,55.9
3110,55125,Vilas County,WI,67.2
3111,55127,Walworth County,WI,55.4
3112,55129,Washburn County,WI,64.4
3113,55131,Washington County,WI,58.7
3114,55133,Waukesha County,WI,71.2
3115,55135,Waupaca County,WI,55.3
3116,55137,Waushara County,WI,45.7
3117,55139,Winnebago County,WI,62.5
3118,55141,Wood County,WI,62.9
3119,56001,Albany County,WY,57.4
3120,56003,Big Horn County,WY,40.5
3121,56005,Campbell County,WY,31.7
3122,56007,Carbon County,WY,47.3
3123,56009,Converse County,WY,34.9
3124,56011,Crook County,WY,31.7
3125,56013,Fremont County,WY,54.0
3126,56015,Goshen County,WY,41.0
3127,56017,Hot Springs County,WY,50.5
3128,56019,Johnson County,WY,44.0
3129,56021,Laramie County,WY,57.8
3130,56023,Lincoln County,WY,44.9
3131,56025,Natrona County,WY,47.0
3132,56027,Niobrara County,WY,31.5
3133,56029,Park County,WY,47.0
3134,56031,Platte County,WY,42.2
3135,56033,Sheridan County,WY,54.1
3136,56035,Sublette County,WY,38.0
3137,56037,Sweetwater County,WY,51.4
3138,56039,Teton County,WY,94.2
3139,56041,Uinta County,WY,52.7
3140,56043,Washakie County,WY,44.8
3141,56045,Weston County,WY,38.6
3142,66010,Guam,GU,63.5
3143,72001,Adjuntas Municipio,PR,78.1
3144,72003,Aguada Municipio,PR,79.3
3145,72005,Aguadilla Municipio,PR,82.7
3146,72007,Aguas Buenas Municipio,PR,80.3
3147,72009,Aibonito Municipio,PR,92.7
3148,72011,Anasco Municipio,PR,77.1
3149,72013,Arecibo Municipio,PR,83.0
3150,72015,Arroyo Municipio,PR,77.8
3151,72017,Barceloneta Municipio,PR,78.1
3152,72019,Barranquitas Municipio,PR,82.8
3153,72021,Bayamon Municipio,PR,93.6
3154,72023,Cabo Rojo Municipio,PR,75.2
3155,72025,Caguas Municipio,PR,84.9
3156,72027,Camuy Municipio,PR,80.2
3157,72029,Canovanas Municipio,PR,79.8
3158,72031,Carolina Municipio,PR,83.8
3159,72033,Catano Municipio,PR,76.0
3160,72035,Cayey Municipio,PR,86.3
3161,72037,Ceiba Municipio,PR,80.0
3162,72039,Ciales Municipio,PR,84.9
3163,72041,Cidra Municipio,PR,80.6
3164,72043,Coamo Municipio,PR,74.0
3165,72045,Comerio Municipio,PR,75.4
3166,72047,Corozal Municipio,PR,83.8
3167,72049,Culebra Municipio,PR,95.0
3168,72051,Dorado Municipio,PR,82.1
3169,72053,Fajardo Municipio,PR,81.1
3170,72054,Florida Municipio,PR,91.4
3171,72055,Guanica Municipio,PR,75.0
3172,72057,Guayama Municipio,PR,74.9
3173,72059,Guayanilla Municipio,PR,83.9
3174,72061,Guaynabo Municipio,PR,93.4
3175,72063,Gurabo Municipio,PR,72.1
3176,72065,Hatillo Municipio,PR,70.2
3177,72067,Hormigueros Municipio,PR,82.2
3178,72069,Humacao Municipio,PR,81.2
3179,72071,Isabela Municipio,PR,77.8
3180,72073,Jayuya Municipio,PR,82.9
3181,72075,Juana Diaz Municipio,PR,77.4
3182,72077,Juncos Municipio,PR,78.4
3183,72079,Lajas Municipio,PR,80.1
3184,72081,Lares Municipio,PR,95.0
3185,72083,Las Marias Municipio,PR,88.1
3186,72085,Las Piedras Municipio,PR,75.1
3187,72087,Loiza Municipio,PR,62.0
3188,72089,Luquillo Municipio,PR,73.4
3189,72091,Manati Municipio,PR,85.1
3190,72093,Maricao Municipio,PR,72.3
3191,72095,Maunabo Municipio,PR,78.8
3192,72097,Mayaguez Municipio,PR,83.0
3193,72099,Moca Municipio,PR,85.1
3194,72101,Morovis Municipio,PR,76.3
3195,72103,Naguabo Municipio,PR,64.3
3196,72105,Naranjito Municipio,PR,85.9
3197,72107,Orocovis Municipio,PR,86.4
3198,72109,Patillas Municipio,PR,82.6
3199,72111,Penuelas Municipio,PR,86.2
3200,72113,Ponce Municipio,PR,89.7
3201,72115,Quebradillas Municipio,PR,86.1
3202,72117,Rincon Municipio,PR,78.7
3203,72119,Rio Grande Municipio,PR,75.3
3204,72121,Sabana Grande Municipio,PR,85.4
3205,72123,Salinas Municipio,PR,77.6
3206,72125,San German Municipio,PR,80.0
3207,72127,San Juan Municipio,PR,86.4
3208,72129,San Lorenzo Municipio,PR,82.4
3209,72131,San Sebastian Municipio,PR,87.6
3210,72133,Santa Isabel Municipio,PR,75.5
3211,72135,Toa Alta Municipio,PR,71.3
3212,72137,Toa Baja Municipio,PR,79.9
3213,72139,Trujillo Alto Municipio,PR,77.0
3214,72141,Utuado Municipio,PR,76.5
3215,72143,Vega Alta Municipio,PR,71.7
3216,72145,Vega Baja Municipio,PR,86.4
3217,72147,Vieques Municipio,PR,87.5
3218,72149,Villalba Municipio,PR,91.3
3219,72151,Yabucoa Municipio,PR,77.4
3220,72153,Yauco Municipio,PR,89.1
