,fips,ST,Unemployment_rate_2021,Median_Household_Income_2020
2987,51685,VA,3.8,"82,255"
2988,51690,VA,7.5,"35,715"
2989,51700,VA,5.6,"60,048"
2990,51710,VA,5.7,"51,401"
2991,51720,VA,4.9,"36,004"
2992,51730,VA,10.5,"43,190"
2993,51735,VA,2.8,"99,310"
2994,51740,VA,6.7,"52,070"
2995,51750,VA,4.1,"42,938"
2996,51760,VA,5.5,"54,815"
2997,51770,VA,4.8,"49,313"
2998,51775,VA,3.6,"70,349"
2999,51790,VA,3.8,"51,230"
3000,51800,VA,4.4,"72,264"
3001,51810,VA,3.7,"73,961"
3002,51820,VA,4.1,"53,635"
3003,51830,VA,4.9,"60,655"
3004,51840,VA,3.5,"58,295"
3005,53000,WA,5.2,"80,319"
3006,53001,WA,5.5,"56,421"
3007,53003,WA,3.7,"53,377"
3008,53005,WA,5.6,"75,882"
3009,53007,WA,5.3,"61,546"
3010,53009,WA,6.5,"54,712"
3011,53011,WA,5.5,"76,929"
3012,53013,WA,5.2,"58,220"
3013,53015,WA,6.4,"64,357"
3014,53017,WA,5.5,"64,768"
3015,53019,WA,8.9,"47,722"
3016,53021,WA,6.6,"73,656"
3017,53023,WA,5.8,"56,804"
3018,53025,WA,6.6,"54,753"
3019,53027,WA,7.8,"54,034"
3020,53029,WA,5.6,"76,965"
3021,53031,WA,6.2,"66,386"
3022,53033,WA,4.3,"102,620"
3023,53035,WA,5.0,"76,814"
3024,53037,WA,6.3,"64,727"
3025,53039,WA,6.0,"57,476"
3026,53041,WA,6.3,"54,578"
3027,53043,WA,4.9,"61,332"
3028,53045,WA,7.0,"63,785"
3029,53047,WA,6.6,"48,979"
3030,53049,WA,7.9,"53,319"
3031,53051,WA,7.6,"57,212"
3032,53053,WA,6.1,"80,236"
3033,53055,WA,5.0,"74,533"
3034,53057,WA,6.3,"78,798"
3035,53059,WA,6.4,"68,501"
3036,53061,WA,5.0,"93,589"
3037,53063,WA,5.4,"60,827"
3038,53065,WA,6.7,"50,958"
3039,53067,WA,5.2,"79,769"
3040,53069,WA,6.6,"62,099"
3041,53071,WA,4.6,"61,281"
3042,53073,WA,6.0,"70,463"
3043,53075,WA,4.5,"52,066"
3044,53077,WA,7.0,"56,353"
3045,54000,WV,5.0,"49,202"
3046,54001,WV,5.3,"43,773"
3047,54003,WV,3.6,"67,163"
3048,54005,WV,6.1,"49,076"
3049,54007,WV,6.7,"47,959"
3050,54009,WV,6.1,"50,381"
3051,54011,WV,4.6,"44,161"
3052,54013,WV,10.3,"41,726"
3053,54015,WV,7.7,"36,537"
3054,54017,WV,4.1,"50,445"
3055,54019,WV,6.2,"41,964"
3056,54021,WV,6.9,"41,579"
3057,54023,WV,4.5,"45,624"
3058,54025,WV,4.5,"40,016"
3059,54027,WV,3.4,"53,333"
3060,54029,WV,6.3,"52,305"
3061,54031,WV,4.9,"47,469"
3062,54033,WV,4.7,"52,075"
3063,54035,WV,5.7,"52,123"
3064,54037,WV,3.1,"85,779"
3065,54039,WV,5.2,"47,830"
3066,54041,WV,7.0,"53,471"
3067,54043,WV,6.6,"40,741"
3068,54045,WV,6.6,"38,571"
3069,54047,WV,8.2,"26,582"
3070,54049,WV,5.2,"58,878"
3071,54051,WV,6.2,"54,028"
3072,54053,WV,5.5,"44,307"
3073,54055,WV,6.0,"42,095"
3074,54057,WV,4.7,"50,300"
3075,54059,WV,9.0,"32,955"
3076,54061,WV,3.9,"55,836"
3077,54063,WV,3.6,"46,879"
3078,54065,WV,3.5,"57,432"
3079,54067,WV,6.0,"42,725"
3080,54069,WV,5.1,"41,312"
3081,54071,WV,3.0,"47,167"
3082,54073,WV,7.2,"55,313"
3083,54075,WV,5.0,"41,173"
3084,54077,WV,4.5,"51,757"
3085,54079,WV,4.2,"69,175"
3086,54081,WV,5.2,"44,526"
3087,54083,WV,5.6,"48,306"
3088,54085,WV,5.6,"45,066"
3089,54087,WV,8.5,"42,379"
3090,54089,WV,4.7,"38,692"
3091,54091,WV,4.6,"53,587"
3092,54093,WV,5.4,"44,461"
3093,54095,WV,8.0,"46,693"
3094,54097,WV,6.2,"46,171"
3095,54099,WV,5.1,"45,507"
3096,54101,WV,6.2,"34,396"
3097,54103,WV,6.7,"47,322"
3098,54105,WV,7.6,"49,504"
3099,54107,WV,5.3,"47,019"
3100,54109,WV,5.8,"39,143"
3101,55000,WI,3.8,"64,901"
3102,55001,WI,6.2,"52,060"
3103,55003,WI,5.0,"52,115"
3104,55005,WI,3.9,"54,963"
3105,55007,WI,5.7,"58,218"
3106,55009,WI,3.4,"64,905"
3107,55011,WI,4.2,"56,643"
3108,55013,WI,5.3,"57,888"
3109,55015,WI,2.8,"79,046"
3110,55017,WI,3.9,"62,841"
3111,55019,WI,3.2,"55,808"
3112,55021,WI,3.4,"74,776"
3113,55023,WI,4.4,"53,309"
3114,55025,WI,2.8,"74,829"
3115,55027,WI,3.2,"65,540"
3116,55029,WI,4.4,"61,319"
3117,55031,WI,4.4,"60,898"
3118,55033,WI,3.6,"61,880"
3119,55035,WI,3.2,"67,409"
3120,55037,WI,4.8,"50,420"
3121,55039,WI,3.2,"69,280"
3122,55041,WI,6.7,"54,555"
3123,55043,WI,3.0,"55,779"
3124,55045,WI,3.0,"75,666"
3125,55047,WI,4.3,"61,406"
3126,55049,WI,3.4,"75,075"
3127,55051,WI,6.4,"48,614"
3128,55053,WI,5.2,"57,164"
3129,55055,WI,3.3,"71,772"
3130,55057,WI,4.3,"56,025"
3131,55059,WI,4.3,"70,368"
3132,55061,WI,2.8,"69,077"
3133,55063,WI,3.0,"63,298"
3134,55065,WI,2.6,"65,235"
3135,55067,WI,4.5,"55,259"
3136,55069,WI,3.7,"61,066"
3137,55071,WI,3.4,"62,734"
3138,55073,WI,3.0,"67,074"
3139,55075,WI,4.4,"56,236"
3140,55077,WI,4.4,"52,450"
3141,55078,WI,8.6,"41,365"
3142,55079,WI,5.4,"52,281"
3143,55081,WI,3.2,"63,671"
3144,55083,WI,3.7,"65,981"
3145,55085,WI,4.3,"59,631"
3146,55087,WI,3.1,"70,727"
3147,55089,WI,3.1,"83,274"
3148,55091,WI,3.4,"65,068"
3149,55093,WI,3.4,"80,523"
3150,55095,WI,4.2,"65,258"
3151,55097,WI,3.5,"67,228"
3152,55099,WI,4.2,"47,172"
3153,55101,WI,4.7,"66,562"
3154,55103,WI,3.5,"53,970"
3155,55105,WI,4.4,"66,138"
3156,55107,WI,4.4,"50,922"
3157,55109,WI,3.4,"82,797"
3158,55111,WI,4.0,"65,746"
3159,55113,WI,5.1,"50,319"
3160,55115,WI,3.7,"58,088"
3161,55117,WI,3.1,"64,104"
3162,55119,WI,3.3,"55,370"
3163,55121,WI,3.7,"59,749"
3164,55123,WI,3.2,"56,561"
3165,55125,WI,4.7,"54,619"
3166,55127,WI,3.6,"67,656"
3167,55129,WI,4.5,"54,132"
3168,55131,WI,3.1,"81,659"
3169,55133,WI,3.1,"92,359"
3170,55135,WI,3.5,"67,078"
3171,55137,WI,4.2,"58,929"
3172,55139,WI,3.2,"64,653"
3173,55141,WI,4.4,"54,154"
3174,56000,WY,4.5,"67,284"
3175,56001,WY,3.3,"59,179"
3176,56003,WY,4.4,"54,684"
3177,56005,WY,5.3,"85,022"
3178,56007,WY,3.9,"66,589"
3179,56009,WY,4.9,"79,304"
3180,56011,WY,3.4,"67,443"
3181,56013,WY,4.7,"52,010"
3182,56015,WY,3.5,"51,398"
3183,56017,WY,3.9,"48,864"
3184,56019,WY,4.1,"62,671"
3185,56021,WY,4.0,"69,450"
3186,56023,WY,3.8,"73,062"
3187,56025,WY,6.1,"65,901"
3188,56027,WY,3.6,"52,837"
3189,56029,WY,4.1,"63,093"
3190,56031,WY,4.0,"60,178"
3191,56033,WY,4.2,"59,947"
3192,56035,WY,5.6,"82,442"
3193,56037,WY,5.6,"70,583"
3194,56039,WY,3.2,"92,488"
3195,56041,WY,5.0,"71,246"
3196,56043,WY,4.0,"58,532"
3197,56045,WY,3.2,"58,901"
