fips,ST,lat,lng,population
48483,TX,35.4013,-100.2698,5187
48247,TX,27.0434,-98.6973,5187
29005,MO,40.4308,-95.4281,5180
32017,NV,37.6433,-114.8776,5177
5013,AR,33.5581,-92.503,5160
31097,NE,40.3926,-96.2651,5118
51045,VA,37.4817,-80.2114,5103
37095,NC,35.5305,-76.2509,5089
47137,TN,36.5584,-85.0749,5068
49017,UT,37.8549,-111.4431,5000
31169,NE,40.1762,-97.5949,5000
20163,KS,39.3502,-99.325,4985
17059,IL,37.7628,-88.2305,4983
17171,IL,39.6441,-90.4747,4982
27011,MN,45.4261,-96.4109,4974
8027,CO,38.1087,-105.3675,4941
46077,SD,44.3696,-97.4915,4936
2070,AK,59.7991,-158.2351,4934
29199,MO,40.4526,-92.147,4923
19159,IA,40.7352,-94.244,4922
20171,KS,38.4822,-100.9069,4893
8091,CO,38.1555,-107.7693,4890
40043,OK,35.9876,-99.008,4885
46091,SD,45.7586,-97.5986,4881
48333,TX,31.4952,-98.5955,4877
8121,CO,39.971,-103.2013,4869
38021,ND,46.1102,-98.5047,4857
30101,MT,48.6554,-111.6957,4812
17013,IL,39.1693,-90.6676,4782
29171,MO,40.4789,-93.0162,4746
48103,TX,31.4285,-102.5156,4739
21039,KY,36.8532,-88.971,4738
31065,NE,40.1764,-99.9123,4712
31123,NE,41.716,-103.0105,4711
48229,TX,31.4562,-105.3865,4687
30065,MT,46.4966,-108.3981,4682
20157,KS,39.8278,-97.6506,4607
55078,WI,45.0044,-88.71,4566
29197,MO,40.4703,-92.5209,4550
56017,WY,43.7189,-108.4421,4550
42023,PA,41.4368,-78.2039,4512
35033,NM,36.0106,-104.9451,4500
20007,KS,37.2289,-98.6848,4493
32021,NV,38.5386,-118.435,4487
21105,KY,36.6782,-88.9761,4461
36041,NY,43.6611,-74.4974,4454
22107,LA,32.0018,-91.3401,4435
16071,ID,42.195,-112.5394,4429
28125,MS,32.8798,-90.8132,4427
21189,KY,37.4192,-83.6831,4416
48267,TX,30.4868,-99.7487,4375
29087,MO,40.0944,-95.2155,4374
40053,OK,36.7961,-97.7861,4369
38025,ND,47.3568,-102.6182,4362
8095,CO,40.5939,-102.3576,4343
38085,ND,46.1127,-101.0404,4339
35019,NM,34.8633,-104.7906,4336
30061,MT,47.1472,-114.9983,4330
53069,WA,46.2918,-123.4244,4318
55037,WI,45.8485,-88.3981,4312
46039,SD,44.7601,-96.668,4309
27069,MN,48.7766,-96.7829,4272
51017,VA,38.0587,-79.7411,4248
48319,TX,30.7177,-99.2262,4248
35023,NM,31.914,-108.7148,4234
38045,ND,46.4569,-98.5355,4225
31129,NE,40.1764,-98.0472,4204
16003,ID,44.8895,-116.4538,4200
16037,ID,44.2411,-114.2817,4193
46053,SD,43.1924,-99.1856,4193
17151,IL,37.4127,-88.5615,4177
20185,KS,38.031,-98.7174,4125
20119,KS,37.2382,-100.3662,4120
46031,SD,45.7086,-101.1969,4106
35059,NM,36.4817,-103.471,4106
31175,NE,41.5673,-98.9819,4100
32029,NV,39.447,-119.5294,4086
38069,ND,48.2496,-99.9718,4061
30071,MT,48.2592,-107.9132,4032
53013,WA,46.2975,-117.9078,4024
27125,MN,47.8717,-96.0953,4005
20081,KS,37.5622,-100.8712,3990
37177,NC,35.8172,-76.209,3978
51720,VA,36.9314,-82.6262,3969
48197,TX,34.2903,-99.7457,3958
29103,MO,40.1282,-92.1481,3948
13101,GA,30.7101,-82.894,3944
40045,OK,36.2184,-99.7547,3936
48211,TX,35.8375,-100.2705,3901
38081,ND,46.1078,-97.6306,3899
17069,IL,37.5182,-88.2668,3890
38103,ND,47.5875,-99.6609,3889
46045,SD,45.4188,-99.2153,3876
20093,KS,38.0002,-101.3199,3863
16061,ID,46.237,-116.4263,3850
46085,SD,43.8958,-99.8474,3831
48151,TX,32.7428,-100.4022,3827
8023,CO,37.2781,-105.4283,3810
48435,TX,30.4984,-100.5382,3793
38019,ND,48.7723,-98.4648,3769
48383,TX,31.3662,-101.5231,3766
27077,MN,48.7712,-94.9046,3747
40059,OK,36.7888,-99.6673,3730
46025,SD,44.8583,-97.7295,3715
31029,NE,40.5242,-101.698,3707
48275,TX,33.6061,-99.7414,3679
30097,MT,45.8139,-109.941,3676
48271,TX,29.3502,-100.418,3674
48461,TX,31.3687,-102.0431,3651
40129,OK,35.6883,-99.6958,3635
19003,IA,41.029,-94.6992,3633
29129,MO,40.4223,-93.5686,3623
20183,KS,39.7852,-98.7855,3594
31105,NE,41.1977,-103.7149,3576
8009,CO,37.3192,-102.5604,3570
48023,TX,33.6165,-99.2135,3560
35003,NM,33.9153,-108.4047,3547
31125,NE,41.3973,-97.9922,3525
31181,NE,40.1764,-98.5,3497
20141,KS,39.3503,-98.768,3494
46007,SD,43.195,-101.664,3430
48385,TX,29.8317,-99.8222,3429
46061,SD,43.6748,-97.7873,3423
48105,TX,30.723,-101.4121,3393
2013,AK,55.3665,-161.9813,3389
30091,MT,48.7212,-104.5047,3389
31083,NE,40.1765,-99.4046,3380
30039,MT,46.4045,-113.4404,3325
48129,TX,34.9654,-100.814,3317
48295,TX,36.2777,-100.2731,3301
48081,TX,31.8886,-100.5299,3298
46071,SD,43.6942,-101.6281,3296
48417,TX,32.736,-99.3541,3291
27155,MN,45.7722,-96.4716,3282
20019,KS,37.15,-96.2454,3280
2195,AK,57.1195,-132.9344,3278
38029,ND,46.2851,-100.2387,3262
38031,ND,47.4571,-98.883,3231
20207,KS,37.8867,-95.7401,3117
38011,ND,46.1126,-103.5206,3091
13007,GA,31.3261,-84.4447,3090
46059,SD,44.5478,-99.0049,3064
46117,SD,44.4123,-100.7359,3058
48421,TX,36.2777,-101.8935,3046
48191,TX,34.5308,-100.6811,3025
48095,TX,31.3265,-99.864,3018
31163,NE,41.2206,-98.9762,3015
20105,KS,39.0453,-98.2077,3013
46105,SD,45.4905,-102.4757,2996
13125,GA,33.2293,-82.6107,2984
30025,MT,46.334,-104.4174,2975
31061,NE,40.1763,-98.9528,2970
20165,KS,38.5232,-99.3092,2953
48087,TX,34.9649,-100.27,2939
13061,GA,31.6263,-84.9801,2931
46043,SD,43.3869,-98.3661,2913
6091,CA,39.5804,-120.5161,2898
48413,TX,30.8975,-100.5385,2898
2066,AK,61.8834,-143.968,2894
31135,NE,40.8509,-101.6496,2889
31017,NE,42.43,-99.9295,2887
38063,ND,47.9217,-98.192,2864
48079,TX,33.6042,-102.8285,2860
20089,KS,39.7847,-98.2183,2854
20135,KS,38.4794,-99.9162,2838
20039,KS,39.7847,-100.4599,2826
20047,KS,37.8876,-99.3122,2822
20195,KS,38.9143,-99.8728,2802
20109,KS,38.9173,-101.1484,2789
31087,NE,40.1763,-101.0423,2788
46137,SD,44.9804,-101.6658,2767
46003,SD,43.718,-98.5616,2757
49055,UT,38.3243,-110.9039,2698
40057,OK,34.7441,-99.8463,2663
20129,KS,37.1914,-101.7992,2656
20063,KS,38.9161,-100.483,2650
31133,NE,40.1315,-96.2371,2640
20023,KS,39.7858,-101.7312,2639
31063,NE,40.5301,-100.3942,2636
20017,KS,38.302,-96.5939,2604
16023,ID,43.7229,-113.1721,2603
13307,GA,32.0468,-84.5511,2587
20075,KS,37.9991,-101.7912,2552
2100,AK,59.1199,-135.5,2547
38051,ND,46.1118,-99.4412,2535
20179,KS,39.3503,-100.4418,2515
2275,AK,56.3317,-132.0223,2510
38041,ND,46.4325,-102.4603,2510
2068,AK,63.6714,-150.0118,2502
20049,KS,37.4537,-96.2441,2502
20153,KS,39.7852,-101.0757,2490
20097,KS,37.5582,-99.2861,2483
38043,ND,46.9801,-99.7801,2468
20065,KS,39.3497,-99.8832,2464
30051,MT,48.5617,-111.0246,2455
49033,UT,41.6323,-111.2445,2415
38075,ND,48.719,-101.6578,2387
56027,WY,43.0565,-104.4754,2377
46111,SD,44.0234,-98.0914,2372
31077,NE,41.5674,-98.5212,2361
38037,ND,46.3583,-101.6397,2318
46089,SD,45.7664,-99.2214,2316
46049,SD,45.071,-99.1453,2315
38039,ND,47.4573,-98.237,2314
46107,SD,45.0645,-99.9573,2311
8115,CO,40.8759,-102.3518,2306
13239,GA,31.8673,-85.0188,2290
38023,ND,48.8149,-103.4872,2289
38001,ND,46.0968,-102.5285,2271
38027,ND,47.7176,-98.9016,2262
53023,WA,46.4316,-117.5452,2258
48243,TX,30.7154,-104.14,2245
46097,SD,44.022,-97.6102,2213
51091,VA,38.3623,-79.5685,2202
38095,ND,48.6855,-99.2458,2191
48109,TX,31.447,-104.5173,2183
48125,TX,33.6166,-100.7789,2182
40025,OK,36.7483,-102.5177,2159
38013,ND,48.791,-102.5182,2142
21201,KY,38.5188,-84.052,2139
30107,MT,46.4663,-109.8445,2138
2105,AK,58.2884,-135.643,2135
20203,KS,38.4821,-101.3474,2112
48359,TX,35.405,-102.6029,2110
48327,TX,30.8898,-99.8206,2108
26083,MI,47.628,-88.4346,2102
31071,NE,41.9144,-98.9914,2081
46095,SD,43.5813,-100.76,2065
20187,KS,37.563,-101.7842,2030
46073,SD,44.0663,-98.6296,2009
20025,KS,37.2355,-99.8203,2006
46017,SD,44.0763,-99.2049,2005
29227,MO,40.4791,-94.4221,2001
31073,NE,40.5148,-99.8307,2001
8017,CO,38.8279,-102.6035,1999
35011,NM,34.3425,-104.412,1995
30045,MT,47.0455,-110.266,1968
38065,ND,47.1153,-101.3403,1962
48011,TX,34.9649,-101.3574,1950
48137,TX,29.9827,-100.3047,1944
46055,SD,44.2944,-101.54,1935
31057,NE,40.1762,-101.688,1928
31069,NE,41.6194,-102.3354,1916
8033,CO,37.7517,-108.5174,1896
41021,OR,45.3782,-120.2108,1896
31015,NE,42.8997,-98.7665,1882
20083,KS,38.0875,-99.8979,1872
49031,UT,38.3367,-112.1273,1870
32011,NV,39.9839,-116.2686,1839
30055,MT,47.6452,-105.7954,1826
38091,ND,47.4562,-97.7246,1817
38033,ND,46.9402,-103.8466,1796
30059,MT,46.5982,-110.8857,1795
31049,NE,41.1116,-102.3339,1770
20033,KS,37.1913,-99.2718,1759
38047,ND,46.4573,-99.4774,1743
30019,MT,48.7838,-105.5485,1705
41055,OR,45.4052,-120.6894,1686
30075,MT,45.395,-105.6302,1634
48101,TX,34.0777,-100.2788,1624
13265,GA,33.5661,-82.8788,1596
20199,KS,38.9167,-101.7636,1583
48235,TX,31.3039,-100.9824,1553
20101,KS,38.4813,-100.4664,1523
48447,TX,33.1775,-99.2124,1500
8061,CO,38.4327,-102.7403,1463
46021,SD,45.7712,-100.0516,1458
48173,TX,31.8694,-101.5208,1447
46069,SD,44.5473,-99.4871,1446
31149,NE,42.4213,-99.4499,1430
41069,OR,44.7261,-120.0276,1417
48433,TX,33.1791,-100.2533,1412
48345,TX,34.0741,-100.7798,1362
48045,TX,34.5303,-101.2086,1348
8057,CO,40.6664,-106.3428,1316
30011,MT,45.5168,-104.5362,1305
2230,AK,59.563,-135.3363,1300
31165,NE,42.4877,-103.7589,1298
38083,ND,47.5755,-100.3456,1289
46119,SD,44.7156,-100.1322,1278
48431,TX,31.8279,-101.05,1274
28055,MS,32.7414,-90.9892,1223
48155,TX,33.9746,-99.778,1207
46063,SD,45.5803,-103.4958,1178
30079,MT,46.8605,-105.378,1162
6003,CA,38.5972,-119.8207,1159
20071,KS,38.4805,-101.806,1156
2164,AK,58.6547,-156.1892,1156
16025,ID,43.4633,-114.8058,1069
30033,MT,47.2776,-106.9929,1051
30109,MT,46.9653,-104.249,1037
32009,NV,37.7847,-117.6323,1030
48443,TX,30.225,-102.0765,903
31113,NE,41.5666,-100.4827,896
31085,NE,40.5248,-101.0619,889
38007,ND,47.0236,-103.3763,886
16033,ID,44.2839,-112.3512,885
31103,NE,42.8789,-99.7124,875
46075,SD,43.9606,-100.6897,873
8079,CO,37.6689,-106.9241,853
30037,MT,46.3812,-109.1751,814
38087,ND,46.4472,-103.4599,788
48393,TX,35.8385,-100.8134,784
8053,CO,37.8215,-107.3003,781
31091,NE,41.9161,-101.1353,741
2060,AK,58.7439,-156.7,739
48311,TX,28.3527,-98.5678,724
48263,TX,33.1814,-100.7776,704
31075,NE,41.915,-101.7405,691
31115,NE,41.9138,-99.4544,690
31183,NE,41.9148,-98.5282,689
48033,TX,32.7437,-101.4318,653
8111,CO,37.764,-107.6762,646
31007,NE,41.546,-103.7105,645
30103,MT,46.2115,-107.2716,614
2282,AK,59.8889,-140.3577,597
49009,UT,40.8873,-109.5076,590
31171,NE,41.9136,-100.5558,586
31009,NE,41.9128,-99.9768,467
30069,MT,47.1176,-108.2502,464
31005,NE,41.5689,-101.6958,439
15005,HI,21.1709,-156.9475,436
35021,NM,35.8579,-103.8202,432
31117,NE,41.5682,-101.0604,420
48261,TX,26.9285,-97.7017,391
48269,TX,33.6165,-100.2558,279
48301,TX,31.8493,-103.58,117
